track_name,album_name,artist_names,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,tidal_popularity,explicit_track
did me wrong,B4 BOA - Single,a boogie wit da hoodie,2023-09-08,USAT22308669,3820,21.9,32916107.0,13096,12843743,,10840662,167538,30,1709,20835,174648683,5,56320,282,,,,4820297,622,,370210,,1
cry no more (feat. tay keith),Cry No More (feat. Tay Keith),headie one,2024-04-19,GBARL2400420,3804,21.9,13712090.0,3148,14042635,,3889395,76350,,,,26701987,14,2005,,18,1746831,37,27546,8,356418,158997,,1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (fade),ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade) - Single,jeff satur,2022-09-23,THW092201719,3811,21.9,41494349.0,6516,1169599,52,267216988,1757325,73081,14349551,102354732,31309561,11,1619,,,,,,,,76255,,0
get back,Meet The Woo 2,pop smoke,2020-02-07,USUM72002036,3800,21.9,355137565.0,123588,10315713,64,45164581,408483,684467,61667693,637177334,15755,7,154,,3,1969,2,14235351,8123,,1086060,,1
panic room,Panic Room,au/ra,2018-02-09,GBARL1702250,3821,21.9,256361762.0,54160,11403808,63,183409458,2721404,613379,49207504,298147047,78649,26,352,,12,58691,,66736932,55676,152596,747708,,0
dj biwir beureum-beureum jawer hayam pano coklat kopi susu - runtah,DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,dj manikci remix,2022-08-16,HKK972235335,3810,21.9,5101261.0,1599,427725,,,,2301734,63429404,1190306094,,,,,,,,,,,,,0
baila conmigo (feat. kelly ruiz),Baila Conmigo (feat. Kelly Ruï¿½ï,dayvi,2018-12-28,MXF011900173,3797,21.9,417257612.0,76682,17689258,62,301418451,2797161,254653,14054827,219625896,11788182,71,15903,40,30,1207372,7,106581925,52833,,5980614,,0
problemas de um milionï¿½ï¿,Problemas de um Milionï¿½ï¿,wiu,2024-04-10,BXW922400001,3806,21.9,34042262.0,3323,20484664,74,11039801,333828,,,,,7,297,,19,12759549,11,,,,71762,,1
noticed,Noticed,lil mosey,2018-07-20,USUM71809565,3819,21.9,727014998.0,114135,13562882,65,348078879,3056099,9928,2804253,25640147,49905291,13,192,84,16,43022,1,36207229,61967,,1122407,,1
shoota (feat. lil uzi vert),Die Lit,playboi carti,2018-05-11,USUM71804149,3809,21.9,686323132.0,165691,25912755,70,168225696,1829885,148928,59068777,343926725,9688256,48,253,45,7,18702,2,9008346,21282,,964881,,1
happy birthday,Happy Birthday,jovanie,2019-03-22,QM4TX1990759,3793,21.9,37866.0,449,53427,3,1855597,35730,6000000,40025187,567183479,,,3,,,,,15747,604,,60542,,0
the greatest,The Greatest,sia,2016-01-01,USRC11601332,3812,21.9,669427500.0,66668,19682111,62,864787930,6096976,1407988,56322493,363488557,149246216,49,76,60,35,195266,30,90606690,25392,,,,0
ignite,Ignite,alan walker,2018-05-11,NOG841803010,3815,21.9,339954855.0,61901,8272313,64,669877400,6308434,411372,16903913,215231253,199672186,14,7518,,6,77388,9,11727727,11943,,2570303,,0
sharing locations (feat. lil baby & lil durk),Sharing Locations (feat. Lil Baby & Lil Durk),meek mill,2021-08-27,USAT22105014,3805,21.9,172558590.0,71478,11466134,53,74993454,802824,10524,8222888,80999687,185526045,49,26889,294,14,547022,20,49183554,6310,,851112,,1
gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,tuï¿½ï¿½ï¿½n,2023-09-21,US38Y2304586,3794,21.9,1880312.0,408,22223,,58299522,173898,525671,5937642,168468483,2119803,,,,,,,,,,10918,,0
vette motors,Vette Motors - Single,youngboy never broke again,2022-06-10,USAT22207312,3814,21.9,80585683.0,16202,12738423,19,88959234,770086,20100,5242187,42977111,332784168,3,1144,,1,4717,7,,,19542228,,,1
only fine girl,Only Fine Girl - Single,spyro,2023-09-29,ZA56E2305137,3816,21.9,2490826.0,513,66602,,2189347,14151,851300,5350656,69943676,8865887,3,627,,,,,2961,,,224804,,0
evil empire,YOUNG GENIUS,lil mabu,2024-04-05,USUYG1539670,3803,21.9,6097493.0,765,183087,,25736622,369780,,369800,3300000,126682615,,1,,,,,169839,3804,,56295,,1
overwhelmed,Overwhelmed,royal & the serpent,2020-06-26,USAT22002973,3813,21.9,189175699.0,49325,8000164,62,14575452,497747,2335837,210789823,2001548087,,14,22497,163,6,74359,6,16754992,17139,5117469,1456206,,0
good as hell,Good As Hell,lizzo,2016-03-09,USAT21600354,3799,21.9,627625151.0,76581,23235611,66,275081528,3556731,467531,128360660,1187485509,283433005,41,313398,1496,36,605881,62,183082560,175834,,5017737,,0
caroline,Caroline,aminï¿,2016-03-09,USCGH1697037,3802,21.9,761038233.0,121158,21027698,64,71245011,686801,470451,28814118,131813469,,129,2299,3,18,61319,10,262393898,433934,,3258289,,1
mon ami,Mon ami,tiesco le sultan,2023-10-10,TCAHN2316445,3808,21.9,9452.0,3,37,,,,797100,4290586,54998866,,,,,,,,,,,19456,,1
zombie dance with new db heroes,Mummy Dance with Family,d billions,2023-12-08,AEA0Q2376389,3796,21.9,37396.0,4,3608,,98338088,56214,,,,,,,,,,,,,,,,0
adictiva,Adictiva,daddy yankee,2018-11-09,US2BU1801109,3817,21.9,428271245.0,50261,14055347,62,587689921,2696020,352314,5880730,67856339,175065357,34,8014,36,25,158052,12,81908473,7955,,1097094,,0
kitsch,Kitsch,ive,2023-03-27,QM4TX2337765,3798,21.9,146489854.0,12540,4019167,64,136400964,1361854,48800,32671194,293588190,565791380,16,1218,9,1,35,25,147151,161,,227734,,0
rewrite the stars,Rewrite The Stars,zac efron,2017-11-17,USAT21704623,3823,21.8,989608207.0,89520,20163755,67,300627390,2508271,165697,21476849,205446459,1767096,42,4261,,10,9859,3,128285057,157700,,1889560,,0
hype boy,NewJeans 1st EP 'New Jeans',newjeans,2022-08-01,USA2P2230222,3836,21.8,541018402.0,37204,14531541,74,35777367,911054,198468,138278860,1096877338,54215732,32,6153,106,4,10871,10,885151,1554,1574180,474609,,0
enchanted (taylor's version),Speak Now (Taylor's Version),taylor swift,2023-07-07,USUG12302081,3842,21.8,285889664.0,23393,21692426,75,,,,,,,23,1696,,2,398036,53,3436702,3368,1143120,326834,,0
gucci los paï¿½ï,MAï¿½ï¿½ANA SERï¿½ï¿,karol g,2023-02-24,USUM72222544,3826,21.8,121721506.0,8049,3681766,67,136014507,557809,75400,5280019,78468779,7517627,10,2442,,1,1666,6,22530956,7012,,426324,,1
legends never die,Legends Never Die (feat. Against The Current),league of legends,2017-09-15,QMAF31500062,3841,21.8,595564275.0,93643,10186393,70,529533138,5465670,242500,29092577,304569731,82405791,5,115,,6,48476,22,32188584,88806,,1393802,,0
bleed,BLEED - Single,the kid laroi,2023-11-03,USSM12300831,3824,21.8,66555473.0,16789,14682417,,4641915,103677,933,1300069,14476475,140713887,19,3411,165,19,180096,8,1285617,575,1537733,127972,,0
idgaf,IDGAF,lucixn,2023-02-13,QZLBC2302548,3950,21.8,1577904955.0,1,23,,,,,,,,,,,,,,,,,,,1
michi teyu ku (overflowing),ýýýýýýýýýýýýýýý,fujii kaze,2024-03-14,JPPO02400480,3825,21.8,33845527.0,1766,5537845,69,30645137,480941,,,,,27,468,,1,9615,9,8907,7,,109995,,0
desde esa noche,Desde Esa Noche,thalia,2016-01-29,USSD11600005,3845,21.8,322003779.0,25025,10799784,59,1326260675,3999448,57489,13009263,77792182,205043361,27,4143,6,19,31834,26,,,,1636139,,0
sos (feat. aloe blacc),SOS (feat. Aloe Blacc),avicii,2019-04-10,SE5R71900201,3839,21.8,763658190.0,99429,20117915,66,155980021,1735488,179239,19576729,258338520,327849531,143,88421,187,163,847295,28,37623487,14921,,4054017,,0
pulsar bike,Dhamaka (Original Motion Picture Soundtrack) - EP,bheems ceciroleo,2023-01-07,IND292208377,3844,21.8,39057770.0,1308,893063,27,252467125,974051,,,,,,,,,,7,,,,16986,,0
franchise (feat. young thug & m.i.a.),FRANCHISE (feat. Young Thug & M.I.A.),travis scott,2020-09-25,USSM12004756,3830,21.8,278032053.0,79755,13755423,63,179207995,2529783,59876,18571806,170949508,80863349,58,38286,19,21,21659,12,12891509,5890,,1765806,,1
kya baat ay,Kya Baat Ay,harrdy sandhu,2018-09-24,INS171806873,3831,21.8,115373265.0,10885,2902589,60,743095293,4886076,1753000,25262021,440380121,35968264,11,994,,1,1097,6,717399,,,297728,,0
do not touch,Do not touch,misamo,2023-07-14,JPWP02370420,3828,21.8,65157999.0,8260,3310476,57,117612168,1609669,33737,25965952,161449720,382084849,7,66,,1,15087,1,,,,121995,,0
persian rugs,PARTYPACK,partynextdoor,2020-10-16,USWB12004216,3840,21.8,113153819.0,35421,6478459,65,14448833,138564,8063,6242856,47272619,,21,63,37,3,1596,7,1376205,1855,48659667,97523,,1
romeo juliet - title song,Romeo Vs Juliet (Original Motion Picture Soundtrack) - EP,akassh,2024-03-12,INE241800060,3833,21.8,15619.0,13,168,,48633119,214149,,,,,,,,,,,,,,3539,,0
ambition for cash,Ambition For Cash,key glock,2021-10-01,USUYG1390429,3835,21.8,315336758.0,79303,26443727,70,29058447,408335,104301,108992382,1234944902,164103568,30,5328,117,3,7312,4,9860446,2531,,1286750,,1
en peligro de extinciï¿½,En Peligro De Extinciï¿½,la adictiva,2018-05-13,MXA411400084,3832,21.8,310742518.0,20307,11542516,65,811416034,2074845,96574,2297779,32767411,13506591,10,3303,10,2,10405,28,114192119,37293,,1171550,,0
besito,Besito,soy pau,2023-07-08,QZNWQ2336916,3838,21.8,6220250.0,458,44624,50,114811395,851776,353400,9369979,155823199,9555714,,5,,,,,,,,16531,,0
ýýýýýý,ýýýýýý,ýýýýýýýýýýýý,2024-01-05,JPPO02304150,3834,21.8,46945798.0,4120,5907064,70,50822146,474399,,,,298810189,24,334,,1,20798,4,,,,161457,,0
be kind (with halsey),Manic,marshmello,2020-01-17,USUG12001567,3829,21.8,664972754.0,67417,29811087,67,148754253,2371235,154068,36829248,275420611,152714215,139,123485,251,40,340692,34,50964881,14871,52172,3200345,,0
i got you,I GOT YOU,twice,2024-02-02,US5TA2300237,3843,21.8,56463608.0,3500,6710198,13,40744351,1252374,,,,1054770067,6,1254,52,7,212210,16,,,,90979,,0
zukunft pink (feat. inï¿½ï,Zukunft Pink (feat. Inï¿½ï¿½z) - Si,peter fox,2022-10-20,DEA622201528,3822,21.8,131713257.0,43947,6669237,58,33686131,355898,33909,7289705,94823161,110208884,17,36564,,10,891590,10,4354,15,,638655,,1
ccc,CCC,michelle maciel,2023-05-05,UYB282379007,3837,21.8,205855278.0,15475,4201646,67,78474072,419209,86628,28331408,253126168,,12,1187,14,10,1530824,6,1804767,1588,,594542,,0
dime,Dime,el malilla,2024-04-15,USA2P2420093,3827,21.8,40072883.0,1248,57818152,75,17561285,198584,,,,5028873,8,50,,5,308308,29,8447,5,,50238,,0
do you like yogurt,Do you like yogurt - Single,pierce,2023-03-03,KRMIM2335213,3861,21.7,2508.0,3,433,1,251812286,313121,,,,,,3,,,,,,,,75,,0
electric love,Candy,bï¿½ï¿,2014-11-10,USUM71416307,3874,21.7,1088889743.0,190953,46698179,75,271796914,3319576,218454,217514635,1412148968,2675248,91,9250,89,19,10937,27,134110319,126690,,3713524,,0
mr. october,nadie sabe lo que va a pasar maï¿½ï¿,bad bunny,2023-10-13,QMFME2364185,3854,21.7,95925842.0,16712,10256270,,28849994,317982,,5399176,27249793,,4,24,,1,171943,3,3655705,618,,77503,,1
i can fix him (no really i can),THE TORTURED POETS DEPARTMENT,taylor swift,2024-04-18,USUG12401038,3853,21.7,92296736.0,2336,7788313,,3354991,39792,,,,,9,258,5,4,232212,38,1345834,494,,12812,,0
kï¿½ï¿½,Kï¿½ï¿½,mabel matiz,2024-05-10,QM6N22432504,3865,21.7,13060347.0,648,5441452,70,10890264,69044,,,,,,1637,,4,1583761,,47,,,,,0
jee ni lagda,Making Memories,karan aujla,2023-08-18,CAW112300242,3871,21.7,56798458.0,7404,1780691,62,77968183,627912,55000,1461040,11740158,,9,166,,,,3,33582,,2203810,74830,,0
sudden shower,"Lovely Runner, Pt. 1 (Original Soundtrack)",eclipse,2024-04-08,KRA492400564,3862,21.7,25974901.0,1093,11421810,75,20524343,241755,,,,,17,234,,,,,172,,,122206,,0
nira ishq,Nira Ishq,guri,2019-02-21,FR10S1963992,3873,21.7,102266938.0,5921,739326,61,531503711,4123099,2640752,38869680,544172370,28218285,3,1,,,,1,,,,319625,,0
lo que hay x aquï¿,lo que hay x aquï¿,rels b,2023-03-10,UYB282376006,3868,21.7,223617742.0,28508,7355147,73,57156070,432032,13798,8059214,51766245,23908080,4,40,5,3,26281,5,12520,60,,409658,,0
los cachos,Los Cachos - Single,piso 21,2022-07-08,MXF152200437,3858,21.7,281927185.0,27199,9782411,63,158004846,605118,,,,364439021,11,22833,207,18,1838124,28,1173587,876,,685597,,0
jugnu,Jugnu,badshah,2021-10-26,INUM72100074,3847,21.7,162005746.0,11105,3811972,61,402093763,2902624,36624,4573508,74566411,5684120,15,708,,1,509,6,321200,406,,268778,,0
nadie sabe,nadie sabe lo que va a pasar maï¿½ï¿,bad bunny,2023-10-13,QMFME2364181,3880,21.7,86588767.0,16215,2220706,,31617320,668926,,506027,5482577,64083,4,67,,2,113738,3,1499283,1738,,173314,,1
ne !?,#1 - EP,lvbel c5,2024-04-12,FRX282404287,3859,21.7,24176156.0,1698,3907201,71,16676082,71161,,,,,4,36,,1,1566667,,,,,174070,,0
graduation (with juice wrld),Graduation (with Juice WRLD),benny blanco,2019-08-30,USUM71916692,3869,21.7,358055646.0,63452,9753180,58,79428378,1309138,573069,62330473,1038829201,5238638,29,70,,6,38755,10,30040078,46674,28821843,761157,,1
fim de semana no rio,Fim de Semana no Rio,teto,2022-03-30,BXW922200001,3856,21.7,174165147.0,32542,6206794,61,228106838,2216911,18664,12238437,119676469,25110655,16,34,,13,95640,4,,,,50042,,1
best time,Larger Than Life,brent faiyaz,2023-10-27,QZNMY2304784,3883,21.7,149609501.0,17828,12635199,,3195354,64197,16605,2439916,15160078,16358284,6,645,,3,503509,1,264391,351,,185310,,1
hot n*gga,Hot N*gga,bobby shmurda,2014-07-25,USSM11405787,3851,21.7,491313680.0,122568,20199078,64,1058207974,7605627,65310,42506243,300243753,209634630,70,19762,13,21,314599,17,,,,4169134,,1
no sufrirï¿½ï¿½ por nadie - r,No Sufrirï¿½ï¿½ por Nadie (Re,joaquin guiller,2023-03-03,QZ5AB2358733,3872,21.7,18550706.0,2537,558526,50,159688005,376830,304800,4292828,117607339,89313707,,6664,,,,2,,,,256826,,0
for tonight,For Tonight,giveon,2021-09-24,USSM12106837,3848,21.7,259405297.0,46330,19899069,59,68379159,772098,19000,11752918,71844871,128587546,49,66137,714,37,415938,8,38644659,11582,4737504,1255610,,0
barely holdin' on,Barely Holdin' On,polo g,2023-08-18,USSM12305651,3846,21.7,49246411.0,22225,4792493,59,17029916,393829,25015,2771742,27395460,69251418,7,1985,155,14,173920,6,14681138,2843,,278504,,1
lihim,Lihim,arthur miguel,2023-07-28,PHW012300230,3849,21.7,68411628.0,4215,13721864,65,19337973,108046,782499,25356960,297146611,11088461,4,687,,,,,,,,21919,,0
shake it off (taylor's version),1989 (Taylor's Version),taylor swift,2023-10-26,USUG12306677,3882,21.7,118707702.0,10228,19750632,,9538075,165711,54900,6616382,76251071,,72,15098,,6,434902,71,6585670,11494,26704,118791,,0
dice and roll,DICE AND ROLL,odetari,2024-03-20,QZZ4J2400154,3850,21.7,34391822.0,2998,8168809,,1039710,18323,,,,,2,8,,,,8,214254,282,1994609,164696,,1
clara bow,THE TORTURED POETS DEPARTMENT,taylor swift,2024-04-18,USUG12401043,3863,21.7,83518075.0,2267,5904252,,3279453,42516,,116300,981800,,8,260,,,,32,1025521,2345,,19572,,0
witchy (feat. childish gambino),TIMELESS,kaytranada,2024-06-07,USRC12300035,3852,21.7,3663303.0,683,29671686,,438239,18824,,,,,43,92,,19,1049073,65,1716,9,6374,7961,,1
quiï¿½ï¿½reme mientras se p,Quiï¿½ï¿½reme Mientras Se P,manuel turizo,2020-05-01,QZDYA1800021,3857,21.7,467670966.0,38826,10338131,66,347013964,1956639,601012,26647285,306310424,9447544,26,10865,10,21,270874,17,45877581,5501,,918617,,0
0800 heaven,0800 HEAVEN - Single,nathan dawe,2023-06-09,GBAHS2300402,3878,21.7,68189858.0,14429,12456842,61,15853723,71513,573,243524,4189925,74920373,44,66669,205,19,184386,11,198047,36,1981079,521658,,0
elegï¿½ï¿½ (feat. dï¿½ï¿½me,Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,rauw alejandro,2020-03-26,USSD12000059,3860,21.7,439049524.0,57496,13084955,63,378728492,2017344,6706,284201,1774594,11533560,44,7313,13,13,248530,10,50594664,6048,,568549,,0
hallelujah,A Pentatonix Christmas,pentatonix,2016-10-21,USRC11601833,3885,21.7,441916342.0,47499,20527523,55,757432448,6966709,21746,4366102,26604065,62519514,96,226,,35,359611,54,102648900,233691,632853,2127258,,0
you can't control my heart,Missing,kurochuu,2024-06-09,CA5KR2466583,3870,21.7,24071511.0,2,2190,1,,,,,,,,,,,,,,,,,,0
march madness,56 Nights,future,2015-03-21,USSM11507194,3886,21.7,169574765.0,46212,10914718,61,64115813,532711,16172,3047870,29701332,56161,72,3414,5,4,36847,14,309053851,94767,100699130,1488185,,1
never gonna not dance again,Never Gonna Not Dance Again - Single,p!nk,2022-11-03,USRC12203892,3884,21.7,162054666.0,1991,492746,40,,,,,,,26,267248,,1,6197,1,,,,,,0
que calor (with j balvin & el alfa),Major Lazer Essentials,major lazer,2018-10-19,QMUY41800271,3875,21.7,433664050.0,78546,20739392,59,235890905,2265284,1037872,154355675,1344891926,15131588,126,28247,277,55,854505,39,26759367,14775,8083227,4070551,,0
make no sense,AI YoungBoy 2,youngboy never broke again,2019-10-11,USAT21904061,3876,21.7,404692736.0,117843,15973142,69,122850735,1344633,139519,49418549,338188316,17583577,31,,108,5,5996,3,44738515,39705,,846798,,1
stargazing,ASTROWORLD,travis scott,2018-08-03,USSM11806658,3887,21.7,740409304.0,140977,21048687,70,211251366,2171021,11019,5798688,50313512,1332906,50,1945,5,17,210105,12,34539181,22518,,1402381,,1
wtfym,WE DON'T TRUST YOU,future,2024-03-22,USSM12402042,3864,21.7,17192758.0,5834,2628670,,2341216,30917,,,,,4,46,,,,,203787,133,1088152,,,1
all my life,All My Life,falling in reverse,2024-06-06,USEP42414005,3879,21.7,4094651.0,471,11007124,65,,,,,,,8,723,,3,196154,21,932184,261,1831,20319,,1
munch (feelinï¿½ï¿½,Munch (Feelinï¿½ï¿½ï¿½ U) -,ice spice,2022-08-10,CA5KR2269973,3855,21.7,133459011.0,35905,9102015,60,62093393,780391,477380,225519563,1961457700,113265777,36,218,1691,6,123087,13,4719609,11176,,689568,,1
if you want love,Perception,nf,2017-10-06,USUM71708224,3877,21.7,493699616.0,78449,16977422,65,308466086,3407408,49022,7042197,43620157,1351781,15,63,,4,14200,3,215181352,82897,15915800,1344159,,0
humpty dumpty,Fusion In The City,lo greco bros,2022-07-22,ITI022200181,3866,21.7,,4,271,,354682832,389042,,,,592,,,,,,,,,,,,0
savage love,The Bboy Hoppers Dance Videos,jason derulo,2020-05-05,ESA012082771,3921,21.6,3369.0,8,102,,797581325,13221137,,,,191230303,,,531,,,,,,,,,0
white iverson,White Iverson,post malone,2013-06-13,USUM71511528,3918,21.6,1135209969.0,158507,27779312,70,40791444,313792,11360,8227983,66145174,30,115,9867,36,28,122510,25,523654002,476147,,4346795,,1
hola - remix,Hola (Remix),dalex,2019-11-01,QM9WM1900166,3900,21.6,708615717.0,87957,23915679,64,258358932,749483,42200,5666517,62179337,1,38,12541,16,18,128629,,32110135,8030,,1526884,,0
the black dog,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,taylor swift,2024-04-19,USUG12401046,3892,21.6,81662552.0,2325,7529867,,4458555,71024,,,,24022111,8,191,,1,2842,21,1083938,699,,,,1
say something (feat. chris stapleton),Say Something,justin timberlake,2018-01-25,USRC11703503,3891,21.6,505748520.0,60774,17047156,64,468137682,2074706,8387,368047,7107254,173549014,61,46787,31,40,461856,61,135674431,62934,,6318285,,0
hoa cï¿½ï¿½ï,Hoa Cï¿½ï¿½ï,phong max,2023-04-25,VNA1M2204855,3912,21.6,4168391.0,962,77885,41,76086431,395306,892577,17271410,439939868,,,,,,,,,,,14755,,0
i know,I Know,kanii,2023-03-10,USWB12300650,3914,21.6,49939720.0,15725,2639765,54,48845907,743713,450203,228122883,1646887640,86475705,4,178,1056,4,129006,3,232181,1034,2940190,510234,,1
lost souls,The Melodic Blue,baby keem,2021-09-22,USSM12107536,3889,21.6,206432478.0,79180,9708315,64,25049879,343490,54,30404,404172,1213122,17,,39,9,27327,4,,,6333559,1078453,,1
don't you know,Don't You Know,crosby st. models,2022-08-12,GBPVV2204622,3890,21.6,,1,2,,357790871,2127672,,,,74010765,,1,,,,,,,,35,,0
hold me closer,Diamonds (Deluxe),elton john,2017-11-10,GBUM72205030,3907,21.6,400479389.0,61255,53203700,68,63905136,626102,113328,41032520,552721460,1204205976,141,574448,113,63,1698941,94,84991422,9726,,3915242,,0
se joga no passinho,Se Joga no Passinho,brisa star,2021-06-18,BXI8I2100073,3901,21.6,110101642.0,13672,3376873,50,381825698,3084540,590600,81126130,1314262368,9386301,10,1326,,5,109859,3,,,,384085,,0
girls,Girls - The 2nd Mini Album,aespa,2022-07-08,KRA302200097,3923,21.6,115406939.0,11617,5520626,62,267348363,3146913,63600,49841018,401260794,127523080,13,1048,10,6,24059,17,399110,156,,249490,,0
classic,MKTO,mkto,2012-01-01,USSM11301446,3922,21.6,1350428257.0,172980,88942487,78,343526777,3193437,1578717,346266800,3172500312,4576798,73,12318,489,37,99337,7,333149072,185567,,5519429,,0
the last goodbye (feat. bettye lavette),The Last Goodbye (feat. Bettye LaVette) - Single,odesza,2022-02-08,GBCFB2100832,3905,21.6,122957173.0,65839,15313309,58,35159391,434406,115114,56371535,1408619017,1484274,27,5136,19,3,92265,26,1757068,1442,1860975,1713873,,0
the weekend,Ctrl,sza,2017-06-09,USRC11701116,3896,21.6,537523729.0,71149,22408790,70,366197654,2942916,25914,15414832,103430758,35299595,98,2678,65,22,145035,59,211565753,226227,3776319,1833030,,1
